"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"1","2025-09-07T13:03:51.436","","Nigerian Beats","Sola Akingbola","Ninu Opon Ori Tiwa","2013","0","","","","","3B","139.0000","4:26","320","-7.84053 dB","mp3","2025-08-28T20:16:16.399","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Ninu Opon Ori Tiwa.mp3","",""
"0","","","Nigerian Beats","Sola Akingbola","Olukumi","2013","0","","","","","3A","136.0000","3:42","320","-8.76406 dB","mp3","2025-08-28T20:16:16.423","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Olukumi.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/Mellow & Sleazy","Broken (feat. Mellow & Sleazy, Ceeka RSA)","2023","0","","","","","7A","112.0000","7:08","320","-7.39715 dB","mp3","2025-08-28T20:16:16.510","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Broken (feat. Mellow & Sleazy, Ceeka RSA).mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/Stakev","Grootman Groove (feat. Stakev, Ceeka RSA)","2023","0","","","","","7B","112.0000","6:25","320","-3.00552 dB","mp3","2025-08-28T20:16:16.552","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Grootman Groove (feat. Stakev, Ceeka RSA).mp3","",""
"0","","","4 Da Ho's","Uncle Waffles/2woBunnies/Jay Music/ImbongiYosizi","UYAH! (feat. 2wo Bunnies, Jay Music, & Imbongi Yosizi)","2024","0","","","","","10A","114.0000","6:52","320","-5.25857 dB","mp3","2025-08-28T20:16:16.725","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/UYAH! (feat. 2wo Bunnies, Jay Music, & Imbongi Yosizi).mp3","",""
"0","","","Touch My Soul","Sola Akingbola","Touch My Soul","2024","0","","","","","9A","95.0000","4:11","320","-8.28595 dB","mp3","2025-08-28T20:16:16.788","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Touch My Soul.mp3","",""
"1","2025-09-07T12:59:13.000","","Banho de Folhas (Maz Remix)","Luedji Luna/Maz","Banho de Folhas - Maz Remix","2022","0","","","","","11A","126.0000","3:35","320","-8.57222 dB","mp3","2025-08-28T20:16:16.812","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Banho de Folhas - Maz Remix.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane/Mampintsha/Skillz","Amatopane","2023","0","","","","","11A","126.0000","5:10","320","-9.28837 dB","mp3","2025-08-28T20:16:16.876","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Amatopane.mp3","",""
"0","","","031 Studio Camp 2.0","Dlala Thukzin/Kabza De Small/MK Productions/Zeh McGeba/Masuda","Muthi","2025","0","","","","","4A","59.0000","6:34","320","-9.60044 dB","mp3","2025-08-28T20:16:16.899","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Muthi.mp3","",""
"0","","","Abalele","Kabza De Small/DJ Maphorisa/Ami Faku","Abalele","2021","0","","","","","6B","113.0000","6:56","320","-0.975658 dB","mp3","2025-08-28T20:16:16.932","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Abalele.mp3","",""
"0","","","Evolution X","DJ Kent/Mo-T","Don't Let Go","2016","0","","","","","7B","122.0000","4:42","320","-6.08521 dB","mp3","2025-08-28T20:16:16.952","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Don't Let Go.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane/Dlala Thukzin","Who Am I","2023","0","","","","","2A","124.0000","5:13","320","-2.14361 dB","mp3","2025-08-28T20:16:16.975","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Who Am I.mp3","",""
"0","","","Horns In the Sun","DJ Kent/Mo-T","Horns In The Sun - Extended Version","2022","0","","","","","4A","118.0000","5:58","320","-8.4902 dB","mp3","2025-08-28T20:16:16.996","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Horns In The Sun - Extended Version.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane","Oros","2023","0","","","","","5B","126.0000","5:39","320","-7.80159 dB","mp3","2025-08-28T20:16:17.109","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Oros.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane/Campmasters/TNS/Beast Rsa/Siboniso Shozi","K'sasa","2023","0","","","","","2A","126.0000","5:07","320","-10.094 dB","mp3","2025-08-28T20:16:17.132","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/K'sasa.mp3","",""
"0","","","The Weekent","DJ Kent/Liquideep","Top of the World","2013","0","","","","","6A","125.0000","6:13","320","-7.75016 dB","mp3","2025-08-28T20:16:17.175","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Top of the World.mp3","",""
"0","","","Evolution X","DJ Kent/Dominic Neill","Love You Still","2016","0","","","","","2B","122.0000","3:46","320","-7.77245 dB","mp3","2025-08-28T20:16:17.196","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Love You Still.mp3","",""
"0","","","Evolution X","DJ Kent/Nandi Mngoma","Fly Away","2016","0","","","","","10B","122.0000","3:14","320","-7.58453 dB","mp3","2025-08-28T20:16:17.239","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Fly Away.mp3","",""
"0","","","EKHONENI (feat. Soul Nativez & Big John)","Shaun Stylist/Scotts Maphuma/Sponge 101/Big John/Soul Nativez","EKHONENI (feat. Soul Nativez & Big John)","2024","0","","","","","12A","113.0000","6:30","320","-8.87086 dB","mp3","2025-08-28T20:16:17.284","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/EKHONENI (feat. Soul Nativez & Big John).mp3","",""
"0","","","Isimo","Kabza De Small/Mthunzi/MaWhoo","Amazwe (feat. Mawhoo)","2023","0","","","","","3B","113.0000","7:43","320","-5.5362 dB","mp3","2025-08-28T20:16:17.306","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Amazwe (feat. Mawhoo).mp3","",""
"0","","","Isimo","Kabza De Small/Mthunzi/DJ Maphorisa/Young Stunna/Sizwe Alakine/Umthakathi Kush","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","2023","0","","","","","11B","113.0000","5:51","320","-6.11353 dB","mp3","2025-08-28T20:16:17.350","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush).mp3","",""
"0","","","Horns In the Sun","DJ Kent/Mo-T","Horns in the Sun","2022","0","","","","","4A","118.0000","3:19","320","-7.72393 dB","mp3","2025-08-28T20:16:17.370","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Horns in the Sun.mp3","",""
"0","","","","Emile Laurent ft FiftyFifty","Afro Bea Challenge","2017","0","","","","","4A","130.0000","2:35","320","-9.37285 dB","mp3","2025-09-07T12:47:38.808","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Emile Laurent ft FiftyFifty - Afro Bea Challenge.mp3","",""
"1","2025-09-07T12:49:03.000","","","Niska Koba La D","RR 91 SlyD Baile-Funk-Remix","","0","","","","","4B","126.0000","3:21","128","-8.24504 dB","mp3","2025-09-07T12:48:59.603","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Niska Koba La D - RR 91 SlyD Baile-Funk-Remix.mp3","",""
"0","","Yingamedia.com","Yingamedia.com","Diamond Platnumz x Jason Derulo ft Khalil Harisson x Chley – Komasava Remix  | Yingamedia.com","Diamond Platnumz x Jason Derulo ft Khalil Harisson x Chley – Komasava Remix  | Yingamedia.com","","0","Yingamedia.com","Yingamedia.com","Yingamedia.com","","","-","4:45","128","","mp3","2025-09-07T12:52:31.640","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Diamond Platnumz ft Jason Derulo, Khalil Harisson, Chley – Komasava Remix.mp3","Yingamedia.com",""
"1","2025-09-07T12:57:43.000","","Sometimes I Might Be Introvert","Little Simz/Obongjayar","Point and Kill","2021","0","","","","","8B","98.0000","3:05","320","-7.52386 dB","mp3","2025-09-07T12:57:22.116","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Point and Kill.mp3","",""
